playerID,yearID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,awardID,set
suarean01,2018,NL,P,29,29,481,13,22,0,3,false,train
guilmpr01,2013,AL,P,4,0,16,1,1,0,0,false,train
edwarca01,2016,NL,P,36,0,108,2,4,0,1,false,train
motteta01,2016,AL,1B,1,1,24,4,1,0,0,false,train
venezan01,2023,AL,P,2,0,7,0,0,0,0,false,test
faulkan01,2016,AL,P,9,0,20,0,1,0,0,false,train
chafian01,2022,AL,P,64,0,172,5,5,2,1,false,train
rosarra01,2019,AL,P,6,0,11,0,1,0,0,false,train
ibanera01,2014,AL,1B,8,4,129,35,5,0,4,false,train
loganbo02,2016,NL,P,66,0,139,0,9,1,1,false,train
felizmi01,2015,AL,P,5,0,24,0,0,0,0,false,train
chacijh01,2018,NL,P,35,35,578,18,26,3,3,false,train
castiwe01,2017,AL,C,88,86,2260,647,42,4,9,false,train
josepco01,2013,AL,2B,1,1,27,1,4,0,0,false,train
flexech01,2021,AL,P,31,31,539,21,25,0,1,false,train
mcclash01,2021,AL,P,25,25,370,1,14,0,0,false,train
fauchca01,2023,AL,P,17,4,77,0,3,1,0,false,test
greensh02,2022,AL,P,1,0,3,0,0,0,0,false,train
croncj01,2018,AL,1B,61,58,1539,463,27,2,46,false,train
mooredy01,2023,AL,3B,1,0,6,1,0,0,0,false,test
barrija01,2023,AL,P,34,6,247,2,10,0,1,false,test
rutlejo01,2017,AL,3B,20,15,416,18,28,3,1,false,train
garrebr01,2023,NL,P,31,30,479,7,20,2,1,false,test
gosseda01,2018,AL,P,5,5,73,1,3,0,1,false,train
streehu01,2015,AL,P,62,0,187,3,9,0,1,false,train
brentja01,2021,AL,P,72,0,192,1,8,0,0,false,train
holadbr01,2017,AL,2B,1,0,1,0,0,0,0,false,train
diazal02,2020,AL,1B,2,2,51,10,1,0,0,false,train
montemi01,2018,NL,C,4,3,81,28,0,0,0,false,train
arteahu01,2019,AL,SS,36,31,859,42,78,3,13,false,train
dovalca01,2023,NL,P,69,0,203,2,4,1,0,false,test
handbr01,2015,NL,P,38,12,280,2,18,0,1,false,train
bickfph01,2021,NL,P,57,0,154,2,1,0,1,false,train
knappan01,2021,NL,1B,6,0,18,4,0,0,0,false,train
hillri01,2021,AL,P,19,19,286,0,13,1,0,false,train
alberha01,2020,AL,2B,52,48,1238,84,107,2,24,false,train
rogerja03,2021,AL,P,1,0,3,0,1,0,0,false,train
cowarka01,2018,AL,3B,24,12,371,6,31,0,3,false,train
rowenbe01,2014,AL,P,8,0,26,0,3,0,0,false,train
carraca01,2022,NL,P,29,29,456,15,18,1,3,false,train
collmjo01,2017,NL,P,11,0,51,1,5,0,0,false,train
spangco01,2019,NL,SS,4,4,63,2,4,0,0,false,train
cuetojo01,2016,NL,P,32,32,659,21,25,2,0,false,train
waldejo01,2014,NL,P,58,0,150,4,3,0,0,false,train
nunezed02,2016,AL,SS,51,49,1302,54,137,6,33,false,train
mcmahry01,2022,NL,2B,10,8,243,14,26,0,8,false,train
matonni01,2022,NL,2B,10,7,185,11,20,0,5,false,train
nolasri01,2013,NL,P,34,33,598,14,27,2,0,false,train
alcansa01,2020,NL,P,7,7,126,1,4,0,0,false,train
britoso01,2018,NL,OF,15,9,252,20,0,0,0,false,train
rodrist02,2013,NL,P,76,0,163,4,7,0,1,false,train
mckayda02,2019,AL,P,25,0,79,0,1,0,0,false,train
salech01,2015,AL,P,31,31,626,7,16,1,1,false,train
doziehu01,2020,AL,3B,1,0,9,0,0,0,0,false,train
burdipe01,2022,NL,OF,31,28,753,46,0,0,0,false,train
lopezyo01,2021,NL,P,13,0,37,2,0,0,0,false,train
springe01,2019,AL,OF,109,106,2745,220,5,2,1,false,train
kiebosp01,2018,NL,1B,3,0,15,4,0,0,0,false,train
schumsk01,2015,NL,OF,46,35,936,65,3,4,1,false,train
smithke05,2021,AL,OF,1,1,18,0,0,0,0,false,train
nunezdo01,2021,NL,C,77,74,1866,581,28,3,2,false,train
staumjo01,2019,AL,P,16,0,58,1,2,0,0,false,train
abreujo02,2014,AL,1B,109,109,2872,970,69,6,105,false,train
pireljo01,2018,NL,OF,34,31,824,44,3,2,1,false,train
scottro02,2016,AL,P,7,0,18,0,0,0,0,false,train
diazju03,2017,AL,P,31,0,90,0,3,0,0,false,train
ramoswi01,2018,AL,C,73,69,1831,564,38,4,3,false,train
refsnro01,2018,AL,1B,1,0,3,1,0,0,0,false,train
montera01,2019,AL,P,22,0,87,4,3,0,1,false,train
solerjo01,2022,NL,OF,57,56,1407,89,4,0,0,false,train
stottbr01,2022,NL,2B,47,41,1116,63,106,0,26,false,train
felicpe01,2013,NL,P,25,0,34,1,3,0,0,false,train
smithke05,2022,AL,3B,39,36,937,32,74,1,9,false,train
lawreju01,2023,NL,P,69,0,225,4,10,0,1,false,test
kolarad01,2019,NL,1B,1,0,3,1,0,0,1,false,train
alcanar01,2016,AL,OF,5,0,30,5,0,0,0,false,train
francwa01,2023,AL,SS,111,108,2844,116,310,9,55,false,test
kendrho01,2016,NL,3B,17,14,378,5,26,1,2,false,train
biddlje01,2018,NL,P,60,0,191,0,4,2,0,false,train
croncj01,2019,AL,1B,117,110,2980,927,61,8,87,false,train
harrimi04,2022,NL,OF,114,114,3063,252,3,2,0,false,train
mizeca01,2020,AL,P,7,7,85,0,5,0,0,false,train
shawbr01,2015,AL,P,74,0,192,7,5,0,0,false,train
kineris01,2023,AL,3B,31,26,721,19,59,3,7,false,test
moralke01,2013,AL,1B,31,31,823,293,13,1,26,false,train
brinsle01,2017,NL,OF,16,12,336,24,0,0,0,false,train
pedrodu01,2013,AL,2B,160,159,4194,254,429,5,102,true,train
clippty01,2016,AL,P,29,0,76,1,1,1,0,false,train
swihabl01,2018,AL,C,28,16,462,146,9,0,1,false,train
gilbelo01,2023,AL,P,32,32,572,19,12,0,1,false,test
luzarje01,2020,AL,P,12,9,177,6,6,1,1,false,train
stewabr01,2016,NL,P,7,5,84,0,3,0,0,false,train
espinda01,2016,NL,SS,157,152,4074,181,404,18,96,false,train
norride01,2014,AL,C,114,93,2611,745,43,6,3,false,train
stubbga01,2019,AL,OF,7,0,57,5,0,0,0,false,train
aguilje01,2014,AL,3B,1,0,6,0,0,0,0,false,train
hillri01,2018,NL,P,25,24,398,1,12,0,0,false,train
barnebr02,2016,NL,OF,43,20,682,47,3,1,1,false,train
torrero01,2015,NL,3B,3,0,15,0,0,0,0,false,train
uriasra01,2023,AL,3B,92,73,1990,46,130,6,15,false,test
rojasmi02,2015,NL,3B,9,6,171,3,14,1,0,false,train
porceri01,2013,AL,P,32,29,531,15,21,1,2,false,train
alanirj01,2019,NL,P,8,0,35,2,1,1,0,false,train
roech01,2017,AL,P,9,0,26,0,0,0,0,false,train
abreujo02,2020,AL,1B,54,54,1410,430,27,5,39,false,train
stubbga01,2022,NL,C,41,32,884,285,10,3,1,false,train
francty01,2020,NL,1B,5,4,108,30,3,0,2,false,train
marqubr01,2020,NL,P,1,0,2,0,0,0,0,false,train
javiecr01,2023,AL,P,31,31,486,5,10,1,2,false,test
sewalpa01,2023,NL,P,20,0,53,0,0,0,0,false,test
rickajo01,2016,AL,OF,82,64,1779,127,6,0,0,false,train
stallja01,2019,NL,C,61,53,1390,510,24,5,1,false,train
choosh01,2017,AL,OF,77,75,1943,151,7,4,0,false,train
walkech02,2014,AL,1B,6,6,147,45,2,1,5,false,train
noesihe01,2019,NL,P,12,4,83,1,1,0,0,false,train
fraleja01,2022,NL,OF,51,42,1122,82,1,2,0,false,train
colliza01,2023,AL,C,2,2,48,14,2,0,0,false,test
sanchad01,2018,NL,2B,13,10,237,14,13,0,3,false,train
gonzaro01,2022,AL,2B,25,24,651,34,55,1,8,false,train
vanmejo01,2019,NL,OF,48,33,832,58,1,3,0,false,train
zimmejo02,2018,AL,P,25,25,394,9,21,0,1,false,train
cruzto03,2018,NL,C,6,6,162,58,3,0,0,false,train
lohseky01,2013,NL,P,32,32,596,7,16,0,0,false,train
cruzon01,2022,NL,SS,79,77,2034,135,211,17,54,false,train
valenje01,2018,NL,OF,5,2,76,4,0,0,0,false,train
wietema01,2016,AL,C,117,111,2941,871,50,11,6,false,train
preslal01,2013,NL,OF,21,14,411,30,0,1,0,false,train
colabch01,2016,AL,OF,1,0,3,0,0,0,0,false,train
uptonbj01,2015,NL,OF,63,47,1324,116,6,1,0,false,train
adamsma01,2021,NL,1B,7,7,150,35,7,0,3,false,train
alvared01,2022,NL,SS,1,0,6,0,0,0,0,false,train
nixja01,2013,AL,SS,48,41,1141,58,133,4,26,false,train
reynoma03,2023,NL,3B,2,1,24,0,0,0,0,false,test
nealza01,2023,AL,P,14,2,81,1,3,0,1,false,test
eovalna01,2018,AL,P,22,21,333,7,17,0,1,false,train
princjo01,2013,NL,3B,1,0,6,0,0,0,0,false,train
garciad01,2017,NL,3B,39,39,1022,21,66,5,6,false,train
degroja01,2016,NL,P,24,24,444,14,21,2,2,false,train
gorzeto01,2015,AL,P,48,0,118,2,4,0,0,false,train
bogaexa01,2020,AL,SS,53,52,1314,59,130,5,26,false,train
barkelu01,2022,NL,P,3,0,12,1,1,0,0,false,train
zagunma01,2017,NL,OF,4,4,96,5,0,0,0,false,train
webstal01,2019,NL,P,12,0,33,1,3,0,1,false,train
osunaro01,2017,AL,P,66,0,192,1,8,0,1,false,train
descada01,2017,NL,P,2,0,6,0,0,0,0,false,train
dejonch01,2017,AL,P,7,4,85,2,2,0,0,false,train
andruel01,2017,AL,SS,157,157,4096,245,493,17,107,false,train
moralke01,2019,AL,1B,33,30,811,221,14,3,14,false,train
tuckeky01,2021,AL,OF,135,130,3471,254,6,3,2,false,train
harrijo05,2022,AL,3B,23,20,563,15,35,4,2,false,train
sosale01,2022,AL,SS,5,5,123,6,7,0,4,false,train
hernaen02,2017,NL,1B,3,2,60,16,0,0,1,false,train
urenajo01,2017,NL,P,34,28,509,9,21,1,2,false,train
kintzbr01,2016,AL,P,54,0,163,5,15,0,0,false,train
cessalu01,2021,AL,P,29,0,115,4,3,0,0,false,train
kellesh01,2013,AL,P,57,0,160,6,3,0,1,false,train
romose01,2014,NL,P,64,0,174,3,7,1,0,false,train
adriaeh01,2020,AL,3B,23,14,436,14,30,1,3,false,train
escobed01,2013,AL,SS,38,21,650,31,69,5,9,false,train
gonzaro01,2023,AL,OF,10,6,153,9,0,1,0,false,test
niesejo01,2015,NL,P,33,29,530,7,39,1,4,false,train
evansph01,2020,NL,OF,2,2,51,3,0,0,0,false,train
sheffju01,2019,AL,P,8,7,108,1,6,1,1,false,train
rosalad01,2018,AL,1B,5,0,36,12,0,0,0,false,train
hagerja01,2022,NL,SS,4,3,75,1,6,0,2,false,train
cuetojo01,2015,NL,P,19,19,392,12,18,0,1,false,train
berrijo01,2016,AL,P,14,14,175,1,12,1,0,false,train
lorenmi01,2021,NL,OF,1,0,6,1,0,0,0,false,train
grifffo01,2020,AL,P,1,0,5,0,0,0,0,false,train
alberha01,2019,AL,P,1,0,3,0,0,0,0,false,train
trevijo01,2021,AL,C,88,81,2139,644,27,6,3,false,train
caratvi01,2017,NL,1B,8,3,123,33,2,0,3,false,train
farmeky01,2021,NL,2B,9,3,124,5,12,0,3,false,train
fletcaa01,2022,NL,P,9,0,35,0,1,0,0,false,train
garcied01,2021,AL,P,6,0,31,0,0,0,0,false,train
murphto04,2022,AL,C,12,11,272,96,2,0,0,false,train
galvifr01,2021,NL,SS,10,8,220,17,17,2,4,false,train
molinya01,2019,NL,1B,4,0,24,6,0,0,1,false,train
craigwi01,2021,NL,1B,18,16,420,101,9,1,10,false,train
hoffmje02,2017,NL,P,23,16,298,5,11,0,0,false,train
muncyma01,2023,NL,3B,124,121,3156,63,206,16,23,false,test
huffda01,2014,AL,P,30,0,117,4,9,0,0,false,train
rizzoan01,2021,NL,P,1,0,2,0,0,0,0,false,train
buxtoby01,2018,AL,OF,27,26,696,69,1,0,0,false,train
candeje01,2019,AL,3B,69,68,1830,44,133,6,19,false,train
baeji01,2022,NL,2B,4,4,105,8,11,0,2,false,train
tayloch03,2016,NL,SS,5,4,111,8,9,0,0,false,train
pennicl01,2016,AL,3B,1,0,3,1,0,0,0,false,train
hugheph01,2016,AL,P,12,11,177,3,6,0,0,false,train
gamelbe01,2018,AL,OF,87,69,1870,133,4,3,1,false,train
roberlu01,2022,AL,OF,91,89,2345,208,1,2,0,false,train
velasvi01,2023,NL,P,8,8,112,1,2,0,0,false,test
gosseph01,2021,AL,1B,23,21,513,135,12,0,13,false,train
straida01,2015,AL,P,4,3,50,1,1,0,0,false,train
kratzer01,2018,NL,C,61,54,1475,508,23,3,3,false,train
fuentjo01,2020,NL,OF,2,0,11,0,0,0,0,false,train
pearcst01,2015,AL,OF,49,40,1085,72,4,2,0,false,train
nieuwki01,2016,NL,OF,109,92,2440,190,8,3,1,false,train
dudalu01,2013,NL,1B,34,31,840,237,18,0,19,false,train
elledse01,2021,NL,P,11,0,35,1,0,0,0,false,train
donovbr01,2023,NL,SS,1,1,27,4,4,0,2,false,test
lemahdj01,2015,NL,2B,149,146,3852,300,452,9,120,false,train
voitlu01,2021,AL,1B,42,42,1033,277,15,5,21,false,train
zieglbr01,2016,NL,P,36,0,115,1,8,1,0,false,train
bertijo01,2020,NL,3B,5,2,66,3,5,0,0,false,train
barnhtu01,2019,NL,C,102,87,2319,812,46,2,2,false,train
kennebu01,2022,NL,2B,22,22,522,38,34,2,10,false,train
marrede01,2015,AL,3B,13,10,297,3,18,1,4,false,train
hendrky01,2022,NL,P,16,16,253,5,8,1,0,false,train
colemlo01,2018,AL,P,51,0,154,4,6,0,1,false,train
goodrni01,2018,AL,1B,37,22,668,169,16,3,15,false,train
fraziad01,2016,NL,3B,5,2,54,1,8,1,2,false,train
figaral01,2013,NL,P,33,5,222,5,7,1,1,false,train
clevest01,2013,NL,3B,2,1,24,1,2,0,0,false,train
colliza01,2019,AL,C,10,10,268,75,1,0,0,false,train
gantjo01,2020,NL,P,17,0,45,1,2,0,0,false,train
kimbrcr01,2015,NL,P,61,0,178,4,3,1,1,false,train
trevijo01,2022,AL,C,112,89,2461,828,32,6,1,true,train
dunnad01,2014,AL,1B,23,22,594,207,7,1,24,false,train
cruzto03,2013,NL,C,44,27,801,234,14,1,1,false,train
zobribe01,2018,NL,OF,84,62,1670,127,2,1,1,false,train
rizzoan01,2021,AL,1B,47,46,1243,308,24,3,30,false,train
sanchga02,2017,AL,C,104,99,2643,935,60,13,4,false,train
lylesjo01,2018,NL,P,35,9,263,6,7,1,0,false,train
estraje01,2023,NL,P,12,0,32,1,0,0,0,false,test
suarejo01,2019,AL,P,19,15,243,4,10,1,0,false,train
suareeu01,2018,NL,3B,143,140,3654,94,250,19,23,false,train
ellisaj01,2014,NL,C,92,89,2321,737,68,4,4,false,train
riverma01,2013,AL,P,64,0,192,5,12,0,0,false,train
leonedo01,2020,AL,P,12,0,29,1,3,0,0,false,train
gyorkje01,2016,NL,2B,46,39,1013,63,136,1,32,false,train
fishmja01,2022,NL,P,7,0,33,0,1,0,1,false,train
hestoch01,2017,AL,P,3,1,18,1,0,0,0,false,train
brignre01,2013,AL,SS,17,12,337,17,27,0,7,false,train
lucrojo01,2014,NL,C,136,133,3547,1013,65,4,5,false,train
estevca01,2019,NL,P,71,0,216,4,4,1,1,false,train
solando01,2022,NL,3B,16,16,420,14,29,1,3,false,train
ruizca01,2013,NL,C,86,83,2235,657,44,3,9,false,train
diazjo03,2023,AL,1B,7,5,129,34,1,2,1,false,test
wilheto01,2017,NL,P,27,0,79,3,4,1,0,false,train
russead02,2019,NL,SS,21,16,431,18,43,5,8,false,train
patinlu01,2021,AL,P,19,15,232,0,5,2,0,false,train
cozarza01,2018,AL,2B,16,15,385,24,34,0,9,false,train
clevimi01,2022,NL,P,23,22,343,6,8,3,0,false,train
peraljo01,2015,NL,P,33,0,87,1,0,0,0,false,train
abreuto01,2013,NL,3B,3,1,40,0,2,0,0,false,train
brennwi02,2022,AL,OF,10,9,252,17,0,0,0,false,train
baragca01,2020,NL,P,24,1,67,0,0,0,0,false,train
woobr01,2023,AL,P,18,18,263,7,5,1,1,false,test
diazed04,2018,AL,P,73,0,220,1,6,0,0,false,train
lasteto01,2017,NL,3B,18,9,277,9,14,0,0,false,train
swansda01,2016,NL,SS,37,36,939,44,79,6,17,false,train
garvemi01,2022,AL,C,14,14,372,119,4,1,0,false,train
cabrege01,2021,NL,P,71,0,210,6,4,0,1,false,train
lackejo01,2017,NL,P,31,30,512,27,15,0,1,false,train
rojasmi02,2014,NL,OF,1,0,6,0,0,0,0,false,train
mendida01,2021,AL,3B,4,1,33,0,2,0,0,false,train
profaju01,2019,AL,2B,124,114,3072,221,245,13,63,false,train
choiji01,2016,AL,OF,20,14,339,26,0,0,0,false,train
leagubr01,2014,NL,P,63,0,189,4,10,3,3,false,train
negrokr01,2017,NL,1B,2,1,24,7,1,0,1,false,train
walketa01,2013,AL,P,3,3,45,0,1,0,0,false,train
buxtoby01,2017,AL,OF,137,131,3429,389,6,5,1,false,train
hollama01,2014,NL,P,50,0,141,5,3,0,1,false,train
parmech01,2014,AL,OF,54,43,1162,102,4,1,3,false,train
smithja06,2016,NL,P,4,0,12,0,0,0,0,false,train
odayda01,2017,AL,P,64,0,181,3,10,1,0,false,train
hillti01,2021,NL,P,78,0,179,3,13,0,0,false,train
rossmbu01,2022,NL,P,1,0,3,0,0,0,0,false,train
meadcu01,2023,AL,3B,19,16,447,12,32,2,2,false,test
grandya01,2022,AL,1B,5,3,90,29,2,1,5,false,train
arciaor01,2019,NL,SS,150,139,3724,208,350,14,79,false,train
avilemi01,2016,AL,2B,10,5,153,7,21,0,3,false,train
akinke01,2021,AL,P,24,17,285,0,6,0,1,false,train
stefami01,2023,AL,2B,12,11,249,20,12,1,5,false,test
alexyaj01,2022,AL,P,4,0,21,0,1,1,0,false,train
solando01,2016,AL,2B,6,5,123,12,13,0,3,false,train
hollojo01,2021,NL,P,13,4,108,3,4,0,0,false,train
wheelry01,2013,NL,3B,1,1,24,0,1,1,1,false,train
monteje01,2014,AL,1B,1,1,18,8,0,0,0,false,train
ogandal01,2014,AL,P,27,0,75,0,1,0,0,false,train
changyu01,2022,NL,1B,5,5,120,40,2,0,3,false,train
flemijo01,2020,AL,P,7,5,97,0,8,0,1,false,train
urenajo01,2023,NL,P,5,5,55,0,2,0,1,false,test
wongko01,2018,NL,2B,119,98,2690,165,306,9,73,false,train
camarjo01,2020,NL,3B,10,10,264,5,28,0,2,false,train
descada01,2014,NL,1B,4,3,81,24,2,0,1,false,train
ramosce01,2015,AL,P,65,0,157,0,5,0,0,false,train
tillmch01,2013,AL,P,33,33,619,8,18,0,1,false,train
younger03,2017,AL,OF,34,30,822,68,1,0,0,false,train
bettsmo01,2014,AL,2B,14,14,366,25,38,3,7,false,train
encarch01,2023,NL,3B,9,4,114,2,6,0,1,false,test
hoovejj01,2014,NL,P,54,0,188,5,2,0,0,false,train
peterja01,2021,NL,OF,27,22,554,31,0,0,0,false,train
casalcu01,2023,NL,C,38,27,708,235,10,2,0,false,test
rosaram01,2023,NL,2B,36,19,570,34,50,0,20,false,test
tilsoch01,2016,AL,OF,1,1,13,1,0,0,0,false,train
frankni01,2016,AL,1B,9,7,189,58,4,0,7,false,train
mcmahry01,2019,NL,3B,22,10,342,8,21,0,0,false,train
kellyza01,2022,AL,P,13,0,41,1,2,0,0,false,train
kirilal01,2022,AL,1B,18,14,395,103,5,0,11,false,train
sherrry01,2023,AL,P,5,0,20,1,2,0,0,false,test
harrijo05,2017,NL,OF,9,6,174,13,0,0,0,false,train
soriajo01,2015,NL,P,29,0,80,1,0,0,0,false,train
weissgr01,2023,AL,P,17,0,60,2,2,0,0,false,test
outmajo01,2014,AL,P,40,0,85,2,5,0,1,false,train
muratto01,2015,AL,P,1,1,10,0,1,0,0,false,train
adamecr01,2015,NL,SS,13,11,279,15,30,2,8,false,train
faluir01,2014,NL,2B,11,5,173,14,11,0,4,false,train
evansde01,2021,AL,P,25,0,79,0,1,0,0,false,train
suarera01,2020,NL,P,3,0,12,0,1,0,1,false,train
forsylo01,2013,NL,OF,13,9,232,11,0,0,0,false,train
shortza01,2023,AL,3B,31,19,483,15,30,4,1,false,test
rodried05,2015,AL,P,21,21,365,5,17,2,0,false,train
katohgo01,2022,AL,1B,3,2,64,17,0,0,1,false,train
grotzza01,2019,AL,P,14,0,52,0,1,0,0,false,train
fraziad01,2017,NL,3B,1,1,24,0,4,0,0,false,train
myerswi01,2020,NL,1B,2,1,33,9,1,0,1,false,train
gorema01,2022,NL,P,16,13,210,2,7,0,0,false,train
mitchbr01,2015,AL,P,20,2,89,1,3,0,0,false,train
betande01,2014,AL,P,70,0,270,6,6,2,0,false,train
waltodo01,2022,AL,3B,1,0,3,0,0,0,0,false,train
fairbpe01,2020,AL,P,27,2,80,5,1,0,0,false,train
aokino01,2017,AL,P,1,0,3,0,0,0,0,false,train
fillmhe01,2018,AL,P,17,13,247,4,5,0,0,false,train
borucry01,2021,AL,P,24,0,71,0,4,0,0,false,train
changyu01,2022,AL,2B,32,21,597,37,52,1,8,false,train
farmebu01,2017,AL,P,11,11,144,0,3,0,0,false,train
cedenro02,2013,NL,SS,35,34,891,46,84,2,14,false,train
bumgama01,2019,NL,P,34,34,623,2,19,1,1,false,train
yastrmi01,2021,NL,OF,127,119,3177,259,3,1,1,false,train
beltbr01,2014,NL,1B,59,56,1463,499,55,4,48,false,train
gonzama01,2021,AL,P,1,0,3,0,0,0,0,false,train
cruzne02,2014,AL,OF,70,70,1742,132,2,0,0,false,train
cabreos01,2022,AL,2B,3,3,57,5,8,1,3,false,train
abramcj01,2022,NL,SS,75,71,1856,89,184,13,34,false,train
friasca01,2014,NL,P,15,2,97,2,3,0,0,false,train
freemmi01,2021,NL,P,1,0,1,0,0,0,0,false,train
lailbr01,2019,AL,P,1,0,8,0,1,0,0,false,train
mccleky01,2013,AL,P,7,0,28,1,0,0,0,false,train
canhama01,2021,AL,1B,2,0,6,2,0,0,0,false,train
cuthbch01,2017,AL,1B,6,1,78,19,1,1,2,false,train
florody01,2022,NL,P,56,0,161,0,4,0,0,false,train
schumsk01,2014,NL,P,1,0,3,0,0,0,0,false,train
chenwe02,2019,NL,P,45,0,205,5,7,0,0,false,train
saundjo01,2014,AL,P,14,8,129,2,6,1,1,false,train
brantro01,2017,AL,C,6,5,126,23,1,0,0,false,train
leonsa01,2019,AL,1B,1,0,12,4,0,0,0,false,train
perezsa02,2014,AL,C,146,143,3746,1037,72,9,5,true,train
cokeph01,2016,NL,P,3,0,12,0,0,0,0,false,train
maurebr01,2017,AL,P,26,0,60,1,2,0,0,false,train
luplojo01,2022,NL,OF,63,47,1239,103,7,2,1,false,train
davisch02,2017,AL,1B,125,124,3279,1015,80,7,122,false,train
arraelu01,2019,AL,3B,17,15,390,6,20,0,4,false,train
negrokr01,2019,NL,2B,3,3,78,4,12,0,2,false,train
edmanto01,2022,NL,2B,89,67,1844,124,210,3,51,false,train
coghlch01,2013,NL,OF,39,37,978,99,4,0,0,false,train
blashja01,2017,NL,OF,49,46,1182,75,5,5,1,false,train
dejonch01,2020,AL,P,3,2,22,0,0,0,0,false,train
gennesc01,2017,NL,3B,10,8,213,4,13,2,1,false,train
couloda01,2015,NL,P,5,0,25,0,0,0,0,false,train
wadela01,2021,NL,OF,80,59,1629,108,2,1,0,false,train
papeljo01,2013,NL,P,61,0,185,2,5,0,0,false,train
gsellro01,2018,NL,P,68,0,240,1,6,0,0,false,train
housead01,2023,NL,P,23,21,334,11,8,0,1,false,test
figueco01,2014,AL,2B,16,10,283,19,24,1,4,false,train
wadety01,2021,AL,SS,31,14,418,15,31,0,3,false,train
harvehu01,2020,AL,P,10,0,26,1,0,0,0,false,train
rominan01,2013,AL,2B,4,4,97,5,15,0,4,false,train
deshide02,2015,AL,OF,113,110,2780,252,6,6,2,false,train
ramirne01,2016,AL,P,8,0,44,1,1,0,0,false,train
alonspe01,2022,NL,1B,134,133,3425,913,92,8,102,false,train
palumjo01,2019,AL,P,7,4,50,0,2,0,1,false,train
joycebe01,2023,AL,P,12,0,30,0,0,0,0,false,test
spangco01,2015,NL,3B,19,14,393,2,25,0,0,false,train
rosalad01,2014,AL,1B,32,27,756,215,22,1,32,false,train
fiersmi01,2020,AL,P,11,11,177,3,5,0,0,false,train
davisra01,2014,AL,OF,125,118,3174,277,6,5,1,false,train
gentrcr01,2018,AL,OF,62,40,1160,93,2,2,0,false,train
reyesvi01,2019,AL,OF,67,63,1698,147,7,1,1,false,train
biggica01,2019,AL,OF,8,8,201,13,0,0,0,false,train
francma02,2016,NL,3B,148,147,3874,93,223,13,16,false,train
desmoia01,2018,NL,OF,20,15,415,29,1,0,0,false,train
vesiaal01,2021,NL,P,41,0,120,0,0,1,0,false,train
alvarpe01,2016,AL,3B,12,6,159,0,5,4,0,false,train
brantro01,2021,AL,1B,1,1,27,4,0,0,1,false,train
johnske05,2016,NL,OF,15,8,237,17,0,0,0,false,train
sogarer01,2017,NL,SS,26,20,479,29,54,0,9,false,train
fuentre01,2016,AL,OF,12,12,294,23,1,1,0,false,train
suarejo01,2022,AL,P,22,20,327,2,5,1,0,false,train
flahery01,2017,AL,2B,12,2,99,6,12,0,2,false,train
mayzati01,2022,AL,P,63,0,146,3,6,0,0,false,train
gomesya01,2016,AL,C,73,65,1747,539,32,3,3,false,train
florody01,2018,NL,P,54,0,192,6,8,0,0,false,train
dendema01,2014,NL,OF,45,41,1080,69,4,1,0,false,train
panikjo01,2019,NL,2B,118,104,2866,179,261,5,59,false,train
rojasjo02,2021,AL,1B,2,0,13,5,0,1,0,false,train
carpeda02,2015,NL,P,4,0,11,1,0,0,0,false,train
torkesp01,2023,AL,1B,154,154,4099,1137,89,11,117,false,test
delarjo01,2013,NL,P,30,30,503,7,30,1,2,false,train
pradoma01,2013,NL,SS,1,0,3,0,0,0,0,false,train
garnedu01,2017,NL,C,22,18,512,138,12,0,2,false,train
spruize01,2014,NL,P,6,1,68,0,2,1,0,false,train
rocchbr01,2023,AL,3B,6,4,123,5,6,2,0,false,test
alberma01,2014,AL,P,8,0,30,0,0,0,0,false,train
riverya01,2019,NL,2B,2,0,10,3,0,0,0,false,train
florera02,2016,NL,1B,2,1,18,3,0,0,0,false,train
fulmeca01,2017,AL,P,7,5,70,0,1,0,0,false,train
mejiafr01,2021,AL,P,2,0,6,0,0,0,0,false,train
florewi01,2023,NL,2B,6,0,30,2,3,0,0,false,test
mahlety01,2019,NL,P,25,25,389,12,13,1,0,false,train
stammcr01,2013,NL,P,55,0,245,0,8,0,0,false,train
ottavad01,2017,NL,P,63,0,160,5,6,2,0,false,train
doziebr01,2018,NL,2B,45,40,1040,68,82,4,19,false,train
abadfe01,2014,AL,P,69,0,172,0,8,0,0,false,train
wolteto01,2021,NL,OF,1,0,1,0,0,0,0,false,train
claysa01,2022,NL,P,7,0,16,0,1,0,0,false,train
felizne01,2016,NL,P,62,0,161,1,5,0,1,false,train
martini02,2023,NL,OF,17,8,237,14,0,0,0,false,test
gimench01,2014,AL,P,1,0,3,0,0,0,0,false,train
wittgni01,2016,NL,P,48,0,155,3,6,0,0,false,train
barbajo01,2017,NL,P,24,0,86,2,4,0,0,false,train
nolasri01,2014,AL,P,27,27,477,8,13,0,0,false,train
wheelza01,2021,NL,P,32,32,640,20,26,2,4,false,train
schmicl01,2023,AL,P,33,32,477,18,12,0,2,false,test
strichu01,2021,NL,P,35,0,109,0,1,0,0,false,train
castrwi01,2023,AL,P,3,0,7,0,0,0,0,false,test
trompch01,2023,NL,C,6,5,132,53,0,0,0,false,test
solando01,2023,AL,2B,28,10,351,17,31,0,8,false,test
dietrde01,2020,AL,2B,3,2,60,2,2,0,0,false,train
